ID	Family	Genus	Species	Part	matched_name	taxon.synonyms	NCBITaxonomy	ott_id	query_otol_kingdom	query_otol_phylum	query_otol_class	query_otol_order	query_otol_family	query_otol_genus	query_otol_species
Eichhornia crassipes|WP	pontederiaceae	Eichhornia	eichhornia crassipes	WP	Eichhornia crassipes	"['Eichhornia cordifolia', 'Eichhornia crassicaulis', 'Eichhornia speciosa', 'Heteranthera formosa', 'Piaropus crassipes', 'Piaropus mesomelas', 'Pontederia crassicaulis', 'Pontederia crassipes', 'Pontederia elongata']"	44947|Eichhornia crassipes	149965	Archaeplastida	Streptophyta	Magnoliopsida	Commelinales	Pontederiaceae	Eichhornia	Eichhornia crassipes
Entada polystachya|AE	fabaceae/mim.	Entada	entada polystachya	AE	Entada polystachya	"['Acacia caudata', 'Adenanthera bonplandiana', 'Adenopodia polystachya', 'Entada plumieri', 'Entadopsis polystachya', 'Mimosa bipinnata', 'Mimosa caudata', 'Mimosa chiliantha', 'Mimosa polystachya']"	489317|Entada polystachya	599225	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Entada	Entada polystachya
Enterolobium cyclocarpum|L	fabaceae/mim.	Enterolobium	enterolobium cyclocarpum	L	Enterolobium cyclocarpum	"['Albizia longipes', 'Enterolobium cyclocarpa', 'Feuilleea cyclocarpa', 'Inga cyclocarpa', 'Mimosa cyclocarpa', 'Mimosa parota', 'Pithecellobium cyclocarpum', 'Prosopis dubia']"	54878|Enterolobium cyclocarpum	677322	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Enterolobium	Enterolobium cyclocarpum
Eryngium humile|WP	apiaceae	Eryngium	eryngium humile	WP	Eryngium humile	"['Eryngium costaricense', 'Eryngium humile brevibracteatum', 'Eryngium humile caulescens', 'Eryngium humile gigantophyllum', 'Eryngium humile latipes', 'Eryngium humile multiradiatum', 'Eryngium humile pulchellum', 'Eryngium humile radiciflorum', 'Eryngium humile stellatum', 'Eryngium humile subacaule', 'Eryngium jahnii', 'Eryngium moritzii', 'Eryngium pulchellum', 'Eryngium radiciflorum', 'Eryngium ranunculoides', 'Eryngium stellatum']"	477874|Eryngium humile	2747	Archaeplastida	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium	Eryngium humile
Erythrina berteroana|AE	fabaceae/pap.	Erythrina	erythrina berteroana	AE	Erythrina berteroana	"['Erythrina berteriana', 'Erythrina neglecta']"	1471844|Erythrina berteroana	3921474	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina	Erythrina berteroana
Erythrochiton gymnanthus|L	rutaceae	Erythrochiton	erythrochiton gymnanthus	L	Erythrochiton gymnanthus	[]		6126249	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Erythrochiton	Erythrochiton gymnanthus
Erythroxylum fimbriatum|WP	erythroxylaceae	Erythroxylum	erythroxylum fimbriatum	WP	Erythroxylum fimbriatum	[]	2589464|Erythroxylum fimbriatum	6100264	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Erythroxylaceae	Erythroxylum	Erythroxylum fimbriatum
Eschweilera longirachis|L	lecythidaceae	Eschweilera	eschweilera longirachis	L	Eschweilera longirachis	['Eschweilera collinsii']	372718|Eschweilera longirachis	858191	Archaeplastida	Streptophyta	Magnoliopsida	Ericales	Lecythidaceae	Eschweilera	Eschweilera longirachis
Eugenia acapulcensis|L	myrtaceae	Eugenia	eugenia acapulcensis	L	Eugenia acapulcensis	"['Eugenia antiguae', 'Eugenia bartlettiana', 'Eugenia baruensis', 'Eugenia bonplandiana', 'Eugenia bracteolosa', 'Eugenia campechiana', 'Eugenia carranzae', 'Eugenia carthagenensis', 'Eugenia carthagenensis baruensis', 'Eugenia comitanensis', 'Eugenia deltoidea', 'Eugenia escuintlensis', 'Eugenia ilhensis', 'Eugenia mosquitensis', 'Eugenia ovatifolia', 'Eugenia sibunensis', 'Myrtus baruensis', 'Myrtus maritima']"	1475403|Eugenia acapulcensis	3936995	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia	Eugenia acapulcensis
Chamaesyce hypericifolia|WP	euphorbiaceae	Chamaesyce	chamaesyce hypericifolia	WP	Chamaesyce hypericifolia	"['Anisophyllum hypericifolium', 'Chamaesyce boliviana', 'Chamaesyce glomerifera', 'Chamaesyce hypericifolia', 'Ditrita obliqua', 'Ditritra obliqua', 'Euphorbia boliviana', 'Euphorbia glomerifera', 'Euphorbia hypericifolia maculata', 'Euphorbia papilligera']"	212834|Euphorbia hypericifolia	504126	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia hypericifolia
Faramea occidentalis|AE	rubiaceae	Faramea	faramea occidentalis	AE	Faramea occidentalis	"['Antoniana laurifolia', 'Coffea occidentalis', 'Coussarea americana', 'Coussarea odoratissima', 'Darluca prostrata', 'Faramea americana', 'Faramea cyanea', 'Faramea occidentalis brachycalyx', 'Faramea occidentalis meridionalis', 'Faramea odoratissima', 'Faramea tenuiflora', 'Faramea warmingiana', 'Faramea zetekii', 'Ixora americana', 'Ixora occidentalis', 'Neleixa prostrata', 'Tetramerium occidentale', 'Tetramerium odoratissimum']"	60050|Faramea occidentalis	243665	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	Faramea occidentalis
Faramea parvibractea|L	rubiaceae	Faramea	faramea parvibractea	L	Faramea parvibractea	[]		6070879	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	Faramea parvibractea
Ficus benjamina|L	moraceae	Ficus	ficus benjamina	L	Ficus benjamina	"['Ficus benjamina comosa', 'Ficus benjamina haematocarpa', 'Ficus benjamina nuda', 'Ficus comosa', 'Ficus cuspidato-caudata', 'Ficus exotica', 'Ficus haematocarpa', 'Ficus neglecta', 'Ficus nitida', 'Ficus notobor', 'Ficus nuda', 'Ficus papyrifera', 'Ficus parvifolia', 'Ficus pendula', 'Ficus pyrifolia', 'Ficus reclinata', 'Ficus retusa nitida', 'Ficus striata', 'Ficus umbrina', 'Ficus xavieri', 'Urostigma benjamina', 'Urostigma benjaminum nudum', 'Urostigma haematocarpum', 'Urostigma neglectum', 'Urostigma nitidum', 'Urostigma nudum']"	182105|Ficus benjamina	272174	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus benjamina (species in kingdom Archaeplastida)
Ficus maxima|AE	moraceae	Ficus	ficus maxima	AE	Ficus maxima	"['Ficus anthelminthica', 'Ficus bopiana', 'Ficus chaconiana', 'Ficus coybana', 'Ficus glaucescens', 'Ficus grandaeva', 'Ficus guadalajarana', 'Ficus hernandezii', 'Ficus kunthii', 'Ficus laurifolia', 'Ficus martinicensis', 'Ficus mexicana', 'Ficus murilloi', 'Ficus murilloi cajambrensis', 'Ficus neriifolia', 'Ficus parkeri', 'Ficus pergamenea', 'Ficus picardae', 'Ficus plumieri', 'Ficus protensa', 'Ficus pseudoradula', 'Ficus rhododendrifolia', 'Ficus rubricosta', 'Ficus sodiroi', 'Ficus subscabrida', 'Ficus ulei', 'Ficus vicencionis', 'Galoglychia martinicensis', 'Pharmacosycea glaucescens', 'Pharmacosycea guyanensis', 'Pharmacosycea hernandezii', 'Pharmacosycea mexicana', 'Pharmacosycea pseudoradula', 'Pharmacosycea rigida', 'Urostigma kunthii', 'Urostigma laurifolium', 'Urostigma protensum']"	100557|Ficus maxima	49025	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus maxima
Ficus yoponensis|L	moraceae	Ficus	ficus yoponensis	L	Ficus yoponensis	['Ficus tobagensis']	182133|Ficus yoponensis	744624	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus	Ficus yoponensis
Fuchsia splendens|WP	onagraceae	Fuchsia	Fuchsia splendens	WP		"['Fuchsia cordifolia', 'Fuchsia intermedia']"	253502|Fuchsia splendens		Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Fuchsia	Fuchsia splendens
Genipa americana|AE	rubiaceae	Genipa	genipa americana	AE	Genipa americana	"['Gardenia brasiliensis', 'Gardenia genipa', 'Gardenia hexandra', 'Gardenia oblongifolia', 'Genipa americana americana', 'Genipa americana caruto', 'Genipa americana grandifolia', 'Genipa americana jorgensenii', 'Genipa americana parvifolia', 'Genipa americana riobranguense', 'Genipa americana riobranquenses', 'Genipa americana riobranquensis', 'Genipa barbata', 'Genipa brasiliana', 'Genipa brasiliensis', 'Genipa caruto', 'Genipa codonocalyx', 'Genipa excelsa', 'Genipa grandifolia', 'Genipa humilis', 'Genipa oblongifolia', 'Genipa oleosa', 'Genipa pubescens', 'Genipa venosa']"	58486|Genipa americana	771037	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Genipa	Genipa americana
Geophila repens|WP	rubiaceae	Geophila	geophila repens	WP	Geophila repens	"['Carinta herbacea', 'Carinta repens', 'Carinta repens americana', 'Carinta repens comorensis', 'Carinta uniflora', 'Cephaelis diversifolia', 'Cephaelis herbacea', 'Cephaelis reniformis', 'Geocardia cordata', 'Geocardia herbacea', 'Geocardia repens', 'Geophila cordata', 'Geophila diversifolia', 'Geophila herbacea', 'Geophila herbacea obicularis', 'Geophila herbacea violaefolia', 'Geophila hydrocotyloides', 'Geophila reniformis', 'Geophila reniformis americana', 'Geophila reniformis asiatica', 'Geophila repens asiatica', 'Geophila repens reniformis', 'Geophila uniflora', 'Geophila violacea', 'Mapouria cordata', 'Mapouria herbacea', 'Mapouria herbacea minor', 'Psychotria herbacea', 'Psychotria repens', 'Psychotria sylvana', 'Psychotria violacea', 'Psychotrophum herbaceum', 'Rondeletia repens', 'Uragoga herbacea', 'Uragoga reniformis']"	58419|Geophila repens	447912	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Geophila	Geophila repens
Gliricidia sepium|L	fabaceae/pap.	Gliricidia	gliricidia sepium	L	Gliricidia sepium	"['Galedupa pungam', 'Gliricidia lambii', 'Gliricidia maculata', 'Gliricidia maculata multijuga', 'Lonchocarpus maculatus', 'Lonchocarpus rosea', 'Lonchocarpus sepium', 'Millettia luzonensis', 'Millettia slendidissima', 'Robinia maculata', 'Robinia rosea', 'Robinia sepium', 'Robinia variegata']"	167663|Gliricidia sepium	869024	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gliricidia	Gliricidia sepium
Calathea donnell-smithii|WP	marantaceae	Calathea	calathea donnell-smithii	WP	Calathea donnell-smithii	['Calathea donnell-smithii']		3947374	Archaeplastida	Streptophyta	Magnoliopsida	Zingiberales	Marantaceae	Goeppertia	Goeppertia donnell-smithii
Calathea gymnocarpa|WP	marantaceae	Calathea	calathea gymnocarpa	WP	Calathea gymnocarpa	['Calathea gymnocarpa']	210041|Goeppertia gymnocarpa	903318	Archaeplastida	Streptophyta	Magnoliopsida	Zingiberales	Marantaceae	Goeppertia	Goeppertia gymnocarpa
Guapira costaricana|AE	nyctaginaceae	Guapira	guapira costaricana	AE	Guapira costaricana	"['Guapira itzana', 'Torrubia costaricana']"		6038293	Archaeplastida	Streptophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Guapira	Guapira costaricana
Guettarda macrosperma|AE	rubiaceae	Guettarda	guettarda macrosperma	AE	Guettarda macrosperma	['Guettarda petenensis']	336040|Guettarda macrosperma	678464	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Guettarda	Guettarda macrosperma
Guettarda sanblasensis|AE	rubiaceae	Guettarda	guettarda sanblasensis	AE	Guettarda sanblasensis	[]		3880497	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Guettarda	Guettarda sanblasensis
Caesalpinia bonduc|AE	fabaceae/caes.	Caesalpinia	caesalpinia bonduc	AE	Caesalpinia bonduc	['Caesalpinia bonduc']	191881|Guilandina bonduc	72917	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Guilandina	Guilandina bonduc
Gunnera talamancana|L	gunneraceae	Gunnera	gunnera talamancana	L	Gunnera talamancana	[]	195017|Gunnera talamancana	949371	Archaeplastida	Streptophyta	Magnoliopsida	Gunnerales	Gunneraceae	Gunnera	Gunnera talamancana
Gurania makoyana|L	cucurbitaceae	Gurania	gurania makoyana	L	Gurania makoyana	"['Anguria eriantha', 'Anguria makoyana', 'Gurania donnell-smithii', 'Gurania levyana', 'Gurania pittieri', 'Gurania seemanniana', 'Gurania tonduziana', 'Momordica palmata']"	213601|Gurania makoyana	918223	Archaeplastida	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Gurania	Gurania makoyana
Hamelia xerocarpa|L	rubiaceae	Hamelia	hamelia xerocarpa	L	Hamelia xerocarpa	"['Hamelia costaricensis', 'Hamelia haughtii', 'Hamelia magniloba', 'Hamelia panamensis', 'Hamelia rowleei', 'Hamelia storkii', 'Hamelia xerocarpa costaricensis']"		3881003	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Hamelia	Hamelia xerocarpa
Hampea platanifolia|AE	malvaceae	Hampea	hampea platanifolia	AE	Hampea platanifolia	[]		6117274	Archaeplastida	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hampea	Hampea platanifolia
Tabebuia chrysantha|AE	bignoniaceae	Tabebuia	tabebuia chrysantha	AE	Tabebuia chrysantha	"['Tabebuia chrysantha', 'Tabebuia crysantha', 'Tecoma spectabilis']"	429696|Handroanthus chrysanthus	237902	Archaeplastida	Streptophyta	Magnoliopsida	Lamiales	Bignoniaceae	Handroanthus	Handroanthus chrysanthus
Hedyosmum bonplandianum|L	chloranthaceae	Hedyosmum	hedyosmum bonplandianum	L	Hedyosmum bonplandianum	"['Hedyosmum calloso-serratum', 'Tafallaea bonplandiana', 'Tafallaea callososerrata']"	88917|Hedyosmum bonplandianum	807400	Archaeplastida	Streptophyta	Magnoliopsida	Chloranthales	Chloranthaceae	Hedyosmum	Hedyosmum bonplandianum
Heisteria concinna|L	olacaceae	Heisteria	heisteria concinna	L	Heisteria concinna	[]	50126|Heisteria concinna	388657	Archaeplastida	Streptophyta	Magnoliopsida	Santalales	Erythropalaceae	Heisteria	Heisteria concinna
Heliconia imbricata|L	heliconiaceae	Heliconia	heliconia imbricata	L	Heliconia imbricata	"['Bihai densa', 'Bihai imbricata', 'Heliconia densa']"	1125924|Heliconia imbricata	325476	Archaeplastida	Streptophyta	Magnoliopsida	Zingiberales	Heliconiaceae	Heliconia	Heliconia imbricata
Herrania purpurea|AE	sterculiaceae	Herrania	herrania purpurea	AE	Herrania purpurea	['Theobroma purpureum']	108874|Herrania purpurea	1088452	Archaeplastida	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Herrania	Herrania purpurea
Ichnanthus pallens|WP	poaceae	Ichnanthus	ichnanthus pallens	WP	Ichnanthus pallens	"['Ichnanthus axillaris', 'Ichnanthus pallens', 'Ichnanthus pallens majus', 'Panicum agrostideum', 'Panicum candidum', 'Panicum montanum', 'Panicum pallens', 'Panicum pallens swartzii']"	1718245|Hildaea pallens	269741	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Hildaea	Hildaea pallens
Hippotis albiflora|L	rubiaceae	Hippotis	hippotis albiflora	L	Hippotis albiflora	[]		3877682	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Hippotis	Hippotis albiflora
Hirtella racemosa|AE	chrysobalanaceae	Hirtella	hirtella racemosa	AE	Hirtella racemosa	"['Hirtella acayacensis', 'Hirtella coriacea', 'Hirtella filiformis', 'Hirtella hexandra', 'Hirtella nemorosa', 'Hirtella nitida', 'Hirtella oblongifolia', 'Hirtella racemosa metallica', 'Hirtella rosea', 'Hirtella scandens', 'Hirtella strigulosa', 'Hirtella violacea', 'Salmasia guianensis', 'Salmasia racemosa', 'Tachibota guianensis']"	1125932|Hirtella racemosa	322913	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Hirtella	Hirtella racemosa
Holcus lanatus|WP	poaceae	Holcus	holcus lanatus	WP	Holcus lanatus	"['Aira lanata', 'Avena lanata', 'Avena pallida', 'Ginannia lanata', 'Holcus aestivalis', 'Holcus argenteus', 'Holcus glaucus', 'Holcus intermedius', 'Holcus lanatus albovirens', 'Holcus lanatus altissimus', 'Holcus lanatus argenteus', 'Holcus lanatus biaristatus', 'Holcus lanatus ciliatus', 'Holcus lanatus coloratus', 'Holcus lanatus glabrescens', 'Holcus lanatus glaucus', 'Holcus lanatus leucoglumis', 'Holcus lanatus purpurascens', 'Holcus lanatus scaber', 'Holcus lanatus soboliferus', 'Holcus lanatus spectabilis', 'Holcus lanatus triflorus', 'Holcus lanatus tuberosus', 'Holcus lanatus vaginatus', 'Holcus lanatus viviparus', 'Holcus muticus', 'Holcus oriolis', 'Holcus tuberosus', 'Nothoholcus lanatus', 'Notholcus lanatus', 'Pentaschistis pallida']"	29679|Holcus lanatus	762970	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus	Holcus lanatus
Homalium racemosum|AE	flacourtiaceae	Homalium	homalium racemosum	AE	Homalium racemosum	"['Homalium anzoateguiense', 'Homalium columbianum', 'Homalium eleutherostylum', 'Homalium eleuthrostylum', 'Homalium eurypetalum', 'Homalium hemistylum', 'Homalium hondurense', 'Homalium integrifolium', 'Homalium leiogynum', 'Homalium mituense', 'Homalium mollicellum', 'Homalium nicaraguense', 'Homalium obtusatum', 'Homalium pedicellatum', 'Homalium pittieri', 'Homalium pleiandrum', 'Homalium racemosa', 'Homalium racemosum barbellatum', 'Homalium racemosum barnellatum', 'Homalium riparium', 'Homalium schippii', 'Homalium senarium', 'Homalium stenosepalum', 'Homalium trichocladum', 'Homalium trichostemon']"	179711|Homalium racemosum	213629	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Homalium	Homalium racemosum
Hura crepitans|L	euphorbiaceae	Hura	hura crepitans	L	Hura crepitans	"['Hura brasiliensis', 'Hura crepitans genuina', 'Hura crepitans membranacea', 'Hura crepitans oblongifolia', 'Hura crepitans orbicularis', 'Hura crepitans ovata', 'Hura crepitans senegalensis', 'Hura crepitans strepens', 'Hura senegalensis', 'Hura strepens']"	99294|Hura crepitans	870626	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hura	Hura crepitans
Hymenachne amplexicaulis|WP	poaceae	Hymenachne	hymenachne amplexicaulis	WP	Hymenachne amplexicaulis	"['Agrostis monostachya', 'Hymenachne acutigluma', 'Hymenachne calamitosa', 'Hymenachne gouinii', 'Hymenachne pseudointerrupta', 'Panicum acuminatum', 'Panicum acutiglume', 'Panicum acutiglumum', 'Panicum amplexicaule', 'Panicum amplexicaule deflexum', 'Panicum amplexicaule erectum', 'Panicum amplexifolium', 'Panicum auritum', 'Panicum caudatum', 'Panicum grisebachianum', 'Panicum hasskarlii', 'Panicum hymenachne', 'Panicum myurum', 'Panicum perdensum', 'Sporobolus villosus']"	416045|Hymenachne amplexicaulis	729429	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Hymenachne	Hymenachne amplexicaulis
Hymenaea courbaril|AE	fabaceae/caes.	Hymenaea	hymenaea courbaril	AE	Hymenaea courbaril	"['Hymenaea altissima', 'Hymenaea animifera', 'Hymenaea candolleana', 'Hymenaea courbaril courbaril', 'Hymenaea courbaril obtusifolia', 'Hymenaea multiflora', 'Hymenaea resinifera', 'Hymenaea retusa', 'Hymenaea splendida', 'Hymenaea stilbocarpa', 'Inga megacarpa']"	20676|Hymenaea courbaril	31277	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hymenaea	Hymenaea courbaril
Hyparrhenia rufa|WP	poaceae	Hyparrhenia	hyparrhenia rufa	WP	Hyparrhenia rufa	"['Andropogon altissimus', 'Andropogon rufus', 'Cymbopogon rufus', 'Sorghum rufum', 'Trachypogon rufus']"	167342|Hyparrhenia rufa	754587	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Hyparrhenia	Hyparrhenia rufa
Ichnanthus nemorosus|WP	poaceae	Ichnanthus	ichnanthus nemorosus	WP	Ichnanthus nemorosus	"['Echinolaena nemorosa', 'Hildaea nemorosa', 'Ichnanthus colonarius', 'Ichnanthus gracilis', 'Ichnanthus nubigenus', 'Ichnanthus nubilis', 'Ichnanthus tenuifolius', 'Milium nemorosum', 'Panicum nemorosum', 'Panicum nemorosum uncinatum']"	416046|Ichnanthus nemorosus	729435	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Ichnanthus	Ichnanthus nemorosus
Indigofera hirsuta|WP	fabaceae/pap.	Indigofera	indigofera hirsuta	WP	Indigofera hirsuta	"['Anila hirsuta', 'Indigofera ferruginea', 'Indigofera fusca', 'Indigofera hirta', 'Indigofera indica']"	539088|Indigofera hirsuta	1011944	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera hirsuta
Inga acrocephala|L	fabaceae/mim.	Inga	inga acrocephala	L	Inga acrocephala	[]	597305|Inga acrocephala	1029175	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Inga acrocephala
Ipomoea nil|WP	convolvulaceae	Ipomoea	ipomoea nil	WP	Ipomoea nil	"['Cleiemera hederacea', 'Cleiemera hirsuta', 'Cleiemera peruviana', 'Convolvuloides triloba', 'Convolvulus coelestis', 'Convolvulus coeruleus', 'Convolvulus dillenii', 'Convolvulus hederaceus', 'Convolvulus hederifolius', 'Convolvulus hirsutus', 'Convolvulus lindleyi', 'Convolvulus nil', 'Convolvulus tomentosus', 'Convolvulus variifolius', 'Ipomoea avicularis', 'Ipomoea azurea', 'Ipomoea barbata', 'Ipomoea bicolor', 'Ipomoea caerulea', 'Ipomoea caerulescens', 'Ipomoea cuspidata', 'Ipomoea dillenii', 'Ipomoea hederacea', 'Ipomoea hirsutula', 'Ipomoea limbata', 'Ipomoea longicuspis', 'Ipomoea longicuspis brevipes', 'Ipomoea nil limbata', 'Ipomoea nil setosa', 'Ipomoea phymatodes', 'Ipomoea punctata', 'Ipomoea scabra', 'Ipomoea scabrida', 'Ipomoea setosa', 'Ipomoea speciosa', 'Ipomoea trichocalyx', 'Ipomoea triloba', 'Ipomoea vaniotiana', 'Ornithosperma autumnalis', 'Pharbitis barbata', 'Pharbitis caerulea', 'Pharbitis caerulescens', 'Pharbitis cuspidata', 'Pharbitis dillenii', 'Pharbitis diversifolia', 'Pharbitis limbata', 'Pharbitis mutabilis', 'Pharbitis nil', 'Pharbitis punctata', 'Pharbitis purshii', 'Pharbitis scabra', 'Pharbitis scabrida', 'Pharbitis speciosa', 'Pharbitis triloba']"	35883|Ipomoea nil	77355	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea nil
Ipomoea setosa|WP	convolvulaceae	Ipomoea	ipomoea setosa	WP	Ipomoea setosa	"['? pavonii', 'Batatas setosa', 'Calonyction pavonii', 'Calonyction setosum', 'Convolvulus setosus', 'Ipomoea chaetophora', 'Ipomoea horrida', 'Ipomoea melanotricha', 'Ipomoea pavoni', 'Ipomoea pedata', 'Ipomoea setosa pavonii', 'Merremia pavonii', 'Modesta setosa', 'Operculina pavonii']"	89662|Ipomoea setosa	986483	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea setosa
Jamesonia scammanae|WP	pteridaceae	Jamesonia	jamesonia scammanae	WP	Jamesonia scammanae	['Jamesonia scammanae']	170603|Jamesonia scammaniae	823949	Archaeplastida	Streptophyta	Polypodiopsida	Polypodiales	Pteridaceae	Jamesonia	Jamesonia scammaniae
Jatropha gossypiifolia|AE	euphorbiaceae	Jatropha	jatropha gossypiifolia	AE	Jatropha gossypiifolia	"['Adenoropium elegans', 'Adenoropium gossypiifolium', 'Adenoropium jacquinii', 'Jatropha elegans', 'Jatropha gossipyifolia', 'Jatropha gossypifolia', 'Jatropha gossypiifolia typica', 'Jatropha jacquinii', 'Jatropha staphysagrifolia', 'Manihot gossypiifolia']"	454931|Jatropha gossypiifolia	610105	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha gossypiifolia
Joosia umbellifera|AE	rubiaceae	Joosia	joosia umbellifera	AE	Joosia umbellifera	"['Joosia umbellifera macarenensis', 'Macrocnemum polyphlebium']"	273802|Joosia umbellifera	643453	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Joosia	Joosia umbellifera
Laestadia costaricensis|WP	asteraceae	Laestadia	laestadia costaricensis	WP	Laestadia costaricensis	[]	382016|Laestadia costaricensis	988575	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Laestadia	Laestadia costaricensis
Laguncularia racemosa|AE	combretaceae	Laguncularia	laguncularia racemosa	AE	Laguncularia racemosa	"['Bucida buceras', 'Conocarpus racemosa', 'Horau racemosus', 'Laguncuaria racemosa', 'Laguncularia martii', 'Laguncularia obovata', 'Rhizaeris alba', 'Schousboea commutata']"	190524|Laguncularia racemosa	197754	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Combretaceae	Laguncularia	Laguncularia racemosa
Lantana camara|WP	verbenaceae	Lantana	lantana camara	WP	Lantana camara	"['Camara vulgaris', 'Lantana aculeata', 'Lantana camara hybrida', 'Lantana coccinea', 'Lantana glandulodissima', 'Lantana sp. Albach 12', 'Lantana sp. PSS-2000', 'Lantana spinosa', 'Lantana tiliifolia', 'Lantana urticifolia urticifolia', 'non Lantana camara hort.']"	126435|Lantana camara	78889	Archaeplastida	Streptophyta	Magnoliopsida	Lamiales	Verbenaceae	Lantana	Lantana camara
Lawsonia inermis|AE	lythraceae	Lawsonia	lawsonia inermis	AE	Lawsonia inermis	"['Lawsonia alba', 'Lawsonia coccinea', 'Lawsonia falcifolia', 'Lawsonia inenmis', 'Lawsonia purpurea', 'Lawsonia spinosa', 'Rotantha combretoides']"	141191|Lawsonia inermis	996694	Archaeplastida	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Lawsonia	Lawsonia inermis
Pentagonia tinajita|L	rubiaceae	Pentagonia	pentagoniaucei	L	Pentagonia coa	"['Campanula coa', 'Campanula pentagonia', 'Pentagonia coa', 'Prismatocarpus pentagonius', 'Specularia coa', 'Specularia pentagonia', 'Specularia pentagonia coa', 'Specularia pentagonia pubescens', 'Specularia speculum pentagonia']"	519294|Legousia pentagonia	308014	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Legousia	Legousia pentagonia
Lepechinia schiedeana|WP	lamiaceae	Lepechinia	lepechinia schiedeana	WP	Lepechinia schiedeana	"['Alguelagum alpinum', 'Lepechinia alpina', 'Lepechinia hirsuta', 'Lepechinia humilis', 'Lepechinia procumbens', 'Sphacele alpina', 'Sphacele hirsuta', 'Stachys schiedeana']"	1405046|Lepechinia schiedeana	5265185	Archaeplastida	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Lepechinia	Lepechinia schiedeana
Licaria cufodontisii|L	lauraceae	Licaria	licaria cufodontisii	L	Licaria cufodontisii	"['Acrodiclidium caudatum', 'Acrodiclidium cufodontisii', 'Acrodiclidium misantlae', 'Chanekia caudata', 'Chanekia misantlae', 'Licaria caudata', 'Licaria cufodontisii', 'Misanteca caudata', 'Misanteca cufodontisii', 'Misanteca misantlae']"		6026431	Archaeplastida	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Licaria	Licaria misantlae
